=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.28 21:24:23 =~=~=~=~=~=~=~=~=~=~=~=
T,472,4,1472,33734,1444,32797,135
T,473,4,1472,33734,1444,32797,135
T,474,4,1472,33734,1444,32797,135
T,475,4,1472,33734,1444,32797,135
T,476,4,1472,33735,1444,32797,135
T,477,4,1472,33734,1444,32797,135
T,478,4,1472,33734,1444,32797,135
T,479,4,1472,33735,1444,32797,135
T,480,4,1472,33734,1444,32797,135
T,481,4,1472,33734,1444,32797,135
T,482,4,1472,33734,1444,32797,135
T,483,4,1472,33734,1444,32797,136
T,484,4,1472,33734,1444,32797,135
T,485,4,1472,33734,1444,32797,135
T,486,4,1472,33735,1444,32797,135
T,487,4,1472,33734,1444,32797,135
T,488,4,1472,33734,1444,32797,135
T,489,4,1472,33734,1444,32797,136
T,490,4,1472,33734,1444,32797,136
T,491,4,1472,33734,1444,32797,135
T,492,4,1472,33734,1444,32797,135
T,493,4,1472,33734,1444,32797,135
T,494,4,1472,33734,1444,32797,135
T,495,4,1472,33734,1444,32797,135
T,496,4,1472,33734,1444,32797,135
T,497,4,1472,33734,1444,32797,135
T,498,4,1472,33734,1444,32797,135
T,499,4,1472,33734,1444,32797,135
T,500,4,1472,33734,1444,32797,135
T,501,4,1472,33734,1444,32797,135
T,502,4,1472,33734,1444,32797,136
T,503,4,1472,33734,1444,32797,135
T,504,4,1472,33734,1444,32797,135
T,505,4,1472,33734,1444,32797,135
T,506,4,1472,33734,1444,32797,135
T,507,4,1472,33734,1444,32797,135
T,508,4,1472,33734,1444,32797,135
T,509,4,1472,33734,1444,32797,135
T,510,4,1472,33734,1444,32797,135
T,511,4,1472,33734,1444,32797,135
T,512,4,1472,33734,1444,32797,135
T,513,4,1472,33734,1444,32797,135
T,514,4,1472,33734,1444,32797,135
T,515,4,1472,33734,1444,32797,136
T,T,2477,4,1472,33734,1444,32797,137
T,2478,4,1472,33734,1444,32797,137
T,2479,4,1472,33734,1444,32797,137
T,2480,4,1472,33734,1444,32797,137
T,2481,4,1472,33734,1444,32797,137
T,2482,4,1472,33734,1444,32797,138
T,2483,4,1472,33734,1444,32797,138
T,2484,4,1472,33734,1444,32797,137
T,2485,4,1472,33734,1444,32797,137
T,2486,4,1472,33734,1444,32797,137
T,2487,4,1472,33734,1444,32797,137
T,2488,4,1472,33734,1444,32797,137
T,2489,4,1472,33734,1444,32797,137
T,2490,4,1472,33734,1444,32797,137
T,2491,4,1472,33734,1444,32797,137
T,2492,4,1472,33734,1444,32797,137
T,2493,4,1472,33734,1444,32797,137
T,2494,4,1472,33735,1444,32797,137
T,2495,4,1472,33734,1444,32797,138
T,2496,4,1472,33735,1444,32797,138
T,2497,4,1472,33734,1444,32797,137
T,2498,4,1472,33734,1444,32797,137
T,2499,4,1472,33734,1444,32797,137
T,2500,4,1472,33734,1444,32797,137
T,2501,4,1472,33734,1444,32797,137
T,2502,4,1472,33734,1444,32797,137
T,2503,4,1472,33734,1444,32797,137
T,2504,4,1472,33734,1444,32797,137
